Site_ID,Site_Name,Site_City,Site_Area,Site_Cluster,Site_Room,Site_Type,Site_Scene,Site_Longitude,Site_Latitude,Power_Supply_Type,Power_Supply_PV_Panels_Current,Power_Supply_PV_Specification_Current,Power_Supply_PV_Annual_Current,Power_Supply_PV_Panels_Tobe,Power_Supply_PV_Specification_Tobe,Power_Supply_PV_Annual_Tobe,Rectifier_Model_Current,Rectifier_Deployment_Year,Rectifier_Efficiency_Current,Rectifier_Efficiency_Tobe,Battery_Type_Current,Cooling_Type,Power_Consumption_Aircondition,Power_Consumption_FCS,Power_Consumption_Aircondition_Outdoor,Power_Consumption_FCS_Outdoor,Cooling_Aircondition_Working_Hours_Current,Cooling_FCS_Working_Hours_Current,Cooling_Aircondition_Working_Hours_Tobe,Cooling_FCS_Working_Hours_Tobe,Cooling_Aircondition_Working_Hours_Outdoor,Cooling_FCS_Working_Hours_Outdoor,Data_Volume_234G_Month,Data_Volume_5G_Month,Alpha,Power_Star_Activation,Power_Star_Efficiency_234G,Power_Star_Efficiency_5G,Power_Consumption_Site_Radio_234G,Power_Consumption_Site_Tower_234G,Power_Consumption_Site_Radio_5G,grid_id,Power_Supply_PV_Out,5G_Deployment_Year,Power_Saving_Total
1397,Site1397,娄底,新化,Cluster_48,Outdoor,Macro,Suburban,111.343019,27.60963,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,2335,962.0689697,2025,0
1398,Site1398,娄底,新化,Cluster_48,Outdoor,Macro,Suburban,111.29608,28.02334,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,7777,967.1820068,2031,0
1399,Site1399,娄底,新化,Cluster_48,Indoor,Macro,Rural,111.26391,28.04465,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,7916,971.5650024,2030,0
1400,Site1400,娄底,新化,Cluster_48,Indoor,Macro,Rural,111.59741,28.01294,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,7641,978.1400146,2031,0
1401,Site1401,娄底,新化,Cluster_48,Indoor,Macro,Rural,110.8885,27.674,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3216,958.4160156,2028,0
1402,Site1402,娄底,新化,Cluster_48,Indoor,Macro,Rural,111.3623,27.84608,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,5742,967.9130249,2028,0
1403,Site1403,娄底,新化,Cluster_48,Indoor,Macro,Rural,111.40981,28.03554,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,7867,979.9660034,2028,0
1404,Site1404,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.44936,27.87913,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,6212,957.3200073,2039,0
1405,Site1405,娄底,新化,Cluster_49,Indoor,Macro,Urban,111.25981,27.74664,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,4300,971.5650024,2031,0
1406,Site1406,娄底,新化,Cluster_49,Indoor,Macro,Urban,111.08124,27.68679,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3373,954.03302,2035,0
1407,Site1407,娄底,新化,Cluster_49,Indoor,Macro,Urban,111.09617,27.63621,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,2691,965.7210083,2028,0
1408,Site1408,娄底,新化,Cluster_49,Indoor,Macro,Urban,111.301351,27.734786,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,4177,970.4695129,2027,0
1409,Site1409,娄底,新化,Cluster_49,Indoor,Macro,Suburban,111.19896,27.62716,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,2571,950.7459717,2030,0
1410,Site1410,娄底,新化,Cluster_49,Indoor,Macro,Suburban,111.33551,27.82011,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,5359,973.7559814,2032,0
1411,Site1411,娄底,新化,Cluster_49,Outdoor,Macro,Suburban,111.48163,27.94434,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,6945,979.2349854,2039,0
1412,Site1412,娄底,新化,Cluster_49,Indoor,Macro,Suburban,111.32009,27.78434,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,4827,968.6430054,2023,0
1413,Site1413,娄底,新化,Cluster_49,Indoor,Macro,Suburban,111.59675,27.98374,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,7359,980.6959839,2027,0
1414,Site1414,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.264122,27.550007,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,1602,983.3864329,2033,0
1415,Site1415,娄底,新化,Cluster_49,Outdoor,Macro,Rural,111.11192,27.67327,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3238,981.9750061,2015,0
1416,Site1416,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.59525,27.86183,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,6007,988.3660278,2041,0
1417,Site1417,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.25432,27.60857,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,2326,948.9194946,2036,0
1418,Site1418,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.50343,28.02049,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,7718,974.4869995,2019,0
1419,Site1419,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.28717,27.7427,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,4176,972.2960205,2020,0
1420,Site1420,娄底,新化,Cluster_49,Outdoor,Macro,Urban,111.295278,27.740278,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,4176,972.2960205,2021,0
1421,Site1421,娄底,新化,Cluster_49,Outdoor,Macro,Urban,111.295278,27.740278,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,4176,972.2960205,2031,0
1422,Site1422,娄底,新化,Cluster_49,Indoor,Macro,Suburban,111.398,27.98764,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,7437,984.348999,2024,0
1423,Site1423,娄底,新化,Cluster_49,Outdoor,Macro,Suburban,111.304919,27.743408,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,4304,971.0169983,2027,0
1424,Site1424,娄底,新化,Cluster_49,Outdoor,Macro,Suburban,110.85952,27.70381,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3618,897.4190063,2038,0
1425,Site1425,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.36239,27.7562,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,4439,964.2600098,2037,0
1426,Site1426,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.06393,27.86339,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,5955,920.0650024,2031,0
1427,Site1427,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.66522,28.02012,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,7732,985.0789795,2023,0
1428,Site1428,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.24183,27.67599,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,3251,964.625,2033,0
1429,Site1429,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.18878,27.73233,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,4039,967.1820068,2040,0
1430,Site1430,娄底,新化,Cluster_49,Indoor,Macro,Rural,111.5685,27.85387,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,5886,979.5999756,2023,0
1431,Site1431,娄底,新化,Cluster_49,Indoor,Macro,Urban,111.11221,27.86422,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,5959,942.3450012,2032,0
1432,Site1432,娄底,新化,Cluster_49,Indoor,Macro,Urban,110.88949,27.77554,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4653,929.0134888,2021,0
1433,Site1433,娄底,新化,Cluster_50,Indoor,Macro,Urban,111.19202,27.99754,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,7511,951.1110229,2031,0
1434,Site1434,娄底,新化,Cluster_50,Indoor,Macro,Urban,110.91645,27.85308,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,5822,914.9509888,2022,0
1435,Site1435,娄底,新化,Cluster_50,Indoor,Macro,Suburban,111.08751,27.85425,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,5839,924.8129883,2029,0
1436,Site1436,娄底,新化,Cluster_50,Indoor,Macro,Suburban,111.34776,27.68392,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,3400,960.9730225,2034,0
1437,Site1437,娄底,新化,Cluster_50,Outdoor,Macro,Suburban,111.05477,28.00218,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,7498,927.0040283,2027,0
1438,Site1438,娄底,新化,Cluster_50,Indoor,Macro,Suburban,111.01368,27.66298,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,3091,959.1465149,2034,0
1439,Site1439,娄底,新化,Cluster_50,Indoor,Macro,Suburban,111.335495,27.741519,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,4180,966.4520264,2031,0
1440,Site1440,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.2825,28.09684,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,8159,950.5634766,2027,0
1441,Site1441,娄底,新化,Cluster_50,Outdoor,Macro,Rural,111.298125,28.145989,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,8329,990.5579834,2022,0
1442,Site1442,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.34731,27.91389,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,6521,975.5830078,2028,0
1443,Site1443,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.40721,27.89665,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,6421,928.8309937,2029,0
1444,Site1444,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.40229,27.86576,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,5988,971.5650024,2023,0
1445,Site1445,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.01519,27.69286,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,3500,958.2330017,2029,0
1446,Site1446,娄底,新化,Cluster_50,Outdoor,Macro,Urban,111.318246,27.72454,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3924,967.5469971,2031,0
1447,Site1447,娄底,新化,Cluster_50,Outdoor,Macro,Urban,111.30052,27.93644,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,6824,969.0079956,2023,0
1448,Site1448,娄底,新化,Cluster_50,Indoor,Macro,Suburban,111.576,27.78974,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,4985,1010.829498,2023,0
1449,Site1449,娄底,新化,Cluster_50,Outdoor,Macro,Suburban,111.301129,27.737318,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,4177,970.4695129,2029,0
1450,Site1450,娄底,新化,Cluster_50,Outdoor,Macro,Suburban,111.301129,27.737318,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,4177,970.4695129,2027,0
1451,Site1451,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.32488,28.02659,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,7780,966.0859985,2039,0
1452,Site1452,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.22965,27.87654,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,6081,976.3129883,2021,0
1453,Site1453,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.35175,28.00704,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,7619,972.2960205,2029,0
1454,Site1454,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.00584,27.63659,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,2682,958.7810059,2029,0
1455,Site1455,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.06307,27.79469,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,4935,960.9725037,2036,0
1456,Site1456,娄底,新化,Cluster_50,Indoor,Macro,Rural,111.29417,28.08519,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,8087,951.2939758,2036,0
1457,Site1457,娄底,新化,Cluster_50,Indoor,Macro,Urban,111.24328,27.56732,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,1780,938.3270264,2021,0
1458,Site1458,娄底,新化,Cluster_50,Indoor,Macro,Urban,111.37298,27.79015,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4965,965.7210083,2026,0
1459,Site1459,娄底,新化,Cluster_51,Indoor,Macro,Urban,111.23147,27.94542,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,6920,958.7810059,2032,0
1460,Site1460,娄底,新化,Cluster_51,Indoor,Macro,Urban,111.12565,27.87797,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,6071,950.0150146,2020,0
1461,Site1461,娄底,新化,Cluster_51,Indoor,Macro,Suburban,111.005271,27.884926,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,6168,946.3629761,2035,0
1462,Site1462,娄底,新化,Cluster_51,Indoor,Macro,Suburban,111.26541,28.07357,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,8046,969.3740234,2027,0
1463,Site1463,娄底,新化,Cluster_51,Outdoor,Macro,Suburban,111.3008,27.99087,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,7427,967.364502,2022,0
1464,Site1464,娄底,新化,Cluster_51,Indoor,Macro,Suburban,111.39089,28.10007,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,8170,960.6079712,2026,0
1465,Site1465,娄底,新化,Cluster_51,Indoor,Macro,Suburban,111.22276,28.09851,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,8153,963.7120056,2027,0
1466,Site1466,娄底,新化,Cluster_51,Indoor,Macro,Rural,111.29182,28.12379,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,8266,966.2690125,2023,0
1467,Site1467,娄底,新化,Cluster_51,Outdoor,Macro,Rural,111.09042,27.96325,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,7110,917.5079956,2028,0
1468,Site1468,娄底,新化,Cluster_51,Indoor,Macro,Rural,111.35365,27.70027,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,3666,962.434021,2023,0
1469,Site1469,娄底,新化,Cluster_51,Indoor,Macro,Rural,111.29192,27.71642,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3921,970.4689941,2031,0
1470,Site1470,娄底,新化,Cluster_51,Indoor,Macro,Rural,111.14964,27.62001,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,2438,943.440979,2027,0
1471,Site1471,娄底,新化,Cluster_51,Indoor,Macro,Rural,110.87914,27.80852,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,5182,935.039978,2032,0
1472,Site1472,娄底,新化,Cluster_51,Outdoor,Macro,Urban,110.83782,27.810904,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,5178,935.5879822,2027,0
1473,Site1473,娄底,新化,Cluster_51,Outdoor,Macro,Urban,111.21664,27.85554,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,5852,965.3560181,2026,0
1474,Site1474,娄底,新化,Cluster_51,Indoor,Macro,Suburban,111.316207,27.72839,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,4052,967.1820068,2032,0
1475,Site1475,娄底,新化,Cluster_51,Outdoor,Macro,Suburban,111.29907,27.72188,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3922,968.8260193,2025,0
1476,Site1476,娄底,新化,Cluster_51,Outdoor,Macro,Suburban,111.57659,27.98866,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,7453,979.5999756,2028,0
1477,Site1477,娄底,新化,Cluster_51,Indoor,Macro,Rural,111.301943,27.73064,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,4050,969.3735046,2023,0
1478,Site1478,娄底,新化,Cluster_51,Indoor,Macro,Rural,111.37358,28.10743,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,8204,967.1820068,2029,0
1479,Site1479,娄底,新化,Cluster_51,Indoor,Macro,Rural,111.4305,27.93778,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,6837,994.2104797,2027,0
1480,Site1480,娄底,新化,Cluster_51,Indoor,Macro,Rural,111.28988,28.15634,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,8358,978.5050049,2037,0
